repo_full_name,week_unix,total_commits,week_start_iso
doocs/advanced-java,1730592000,0,2024-11-03
doocs/advanced-java,1731196800,0,2024-11-10
doocs/advanced-java,1731801600,0,2024-11-17
doocs/advanced-java,1732406400,1,2024-11-24
doocs/advanced-java,1733011200,0,2024-12-01
doocs/advanced-java,1733616000,0,2024-12-08
doocs/advanced-java,1734220800,0,2024-12-15
doocs/advanced-java,1734825600,0,2024-12-22
doocs/advanced-java,1735430400,0,2024-12-29
doocs/advanced-java,1736035200,0,2025-01-05
doocs/advanced-java,1736640000,0,2025-01-12
doocs/advanced-java,1737244800,0,2025-01-19
doocs/advanced-java,1737849600,0,2025-01-26
doocs/advanced-java,1738454400,0,2025-02-02
doocs/advanced-java,1739059200,1,2025-02-09
doocs/advanced-java,1739664000,0,2025-02-16
doocs/advanced-java,1740268800,0,2025-02-23
doocs/advanced-java,1740873600,0,2025-03-02
doocs/advanced-java,1741478400,0,2025-03-09
doocs/advanced-java,1742083200,2,2025-03-16
doocs/advanced-java,1742688000,0,2025-03-23
doocs/advanced-java,1743292800,0,2025-03-30
doocs/advanced-java,1743897600,1,2025-04-06
doocs/advanced-java,1744502400,7,2025-04-13
doocs/advanced-java,1745107200,2,2025-04-20
doocs/advanced-java,1745712000,0,2025-04-27
doocs/advanced-java,1746316800,0,2025-05-04
doocs/advanced-java,1746921600,0,2025-05-11
doocs/advanced-java,1747526400,0,2025-05-18
doocs/advanced-java,1748131200,0,2025-05-25
doocs/advanced-java,1748736000,0,2025-06-01
doocs/advanced-java,1749340800,0,2025-06-08
doocs/advanced-java,1749945600,0,2025-06-15
doocs/advanced-java,1750550400,0,2025-06-22
doocs/advanced-java,1751155200,0,2025-06-29
doocs/advanced-java,1751760000,0,2025-07-06
doocs/advanced-java,1752364800,1,2025-07-13
doocs/advanced-java,1752969600,0,2025-07-20
doocs/advanced-java,1753574400,0,2025-07-27
doocs/advanced-java,1754179200,0,2025-08-03
doocs/advanced-java,1754784000,0,2025-08-10
doocs/advanced-java,1755388800,0,2025-08-17
doocs/advanced-java,1755993600,0,2025-08-24
doocs/advanced-java,1756598400,0,2025-08-31
doocs/advanced-java,1757203200,0,2025-09-07
doocs/advanced-java,1757808000,0,2025-09-14
doocs/advanced-java,1758412800,1,2025-09-21
doocs/advanced-java,1759017600,0,2025-09-28
doocs/advanced-java,1759622400,0,2025-10-05
doocs/advanced-java,1760227200,0,2025-10-12
doocs/advanced-java,1760832000,1,2025-10-19
doocs/advanced-java,1761436800,0,2025-10-26
GrowingGit/GitHub-Chinese-Top-Charts,1730592000,0,2024-11-03
GrowingGit/GitHub-Chinese-Top-Charts,1731196800,0,2024-11-10
GrowingGit/GitHub-Chinese-Top-Charts,1731801600,0,2024-11-17
GrowingGit/GitHub-Chinese-Top-Charts,1732406400,0,2024-11-24
GrowingGit/GitHub-Chinese-Top-Charts,1733011200,0,2024-12-01
GrowingGit/GitHub-Chinese-Top-Charts,1733616000,0,2024-12-08
GrowingGit/GitHub-Chinese-Top-Charts,1734220800,0,2024-12-15
GrowingGit/GitHub-Chinese-Top-Charts,1734825600,0,2024-12-22
GrowingGit/GitHub-Chinese-Top-Charts,1735430400,0,2024-12-29
GrowingGit/GitHub-Chinese-Top-Charts,1736035200,0,2025-01-05
GrowingGit/GitHub-Chinese-Top-Charts,1736640000,0,2025-01-12
GrowingGit/GitHub-Chinese-Top-Charts,1737244800,0,2025-01-19
GrowingGit/GitHub-Chinese-Top-Charts,1737849600,0,2025-01-26
GrowingGit/GitHub-Chinese-Top-Charts,1738454400,0,2025-02-02
GrowingGit/GitHub-Chinese-Top-Charts,1739059200,0,2025-02-09
GrowingGit/GitHub-Chinese-Top-Charts,1739664000,0,2025-02-16
GrowingGit/GitHub-Chinese-Top-Charts,1740268800,0,2025-02-23
GrowingGit/GitHub-Chinese-Top-Charts,1740873600,0,2025-03-02
GrowingGit/GitHub-Chinese-Top-Charts,1741478400,0,2025-03-09
GrowingGit/GitHub-Chinese-Top-Charts,1742083200,0,2025-03-16
GrowingGit/GitHub-Chinese-Top-Charts,1742688000,0,2025-03-23
GrowingGit/GitHub-Chinese-Top-Charts,1743292800,0,2025-03-30
GrowingGit/GitHub-Chinese-Top-Charts,1743897600,0,2025-04-06
GrowingGit/GitHub-Chinese-Top-Charts,1744502400,0,2025-04-13
GrowingGit/GitHub-Chinese-Top-Charts,1745107200,0,2025-04-20
GrowingGit/GitHub-Chinese-Top-Charts,1745712000,0,2025-04-27
GrowingGit/GitHub-Chinese-Top-Charts,1746316800,0,2025-05-04
GrowingGit/GitHub-Chinese-Top-Charts,1746921600,0,2025-05-11
GrowingGit/GitHub-Chinese-Top-Charts,1747526400,0,2025-05-18
GrowingGit/GitHub-Chinese-Top-Charts,1748131200,0,2025-05-25
GrowingGit/GitHub-Chinese-Top-Charts,1748736000,0,2025-06-01
GrowingGit/GitHub-Chinese-Top-Charts,1749340800,0,2025-06-08
GrowingGit/GitHub-Chinese-Top-Charts,1749945600,0,2025-06-15
GrowingGit/GitHub-Chinese-Top-Charts,1750550400,0,2025-06-22
GrowingGit/GitHub-Chinese-Top-Charts,1751155200,0,2025-06-29
GrowingGit/GitHub-Chinese-Top-Charts,1751760000,0,2025-07-06
GrowingGit/GitHub-Chinese-Top-Charts,1752364800,0,2025-07-13
GrowingGit/GitHub-Chinese-Top-Charts,1752969600,0,2025-07-20
GrowingGit/GitHub-Chinese-Top-Charts,1753574400,0,2025-07-27
GrowingGit/GitHub-Chinese-Top-Charts,1754179200,0,2025-08-03
GrowingGit/GitHub-Chinese-Top-Charts,1754784000,0,2025-08-10
GrowingGit/GitHub-Chinese-Top-Charts,1755388800,0,2025-08-17
GrowingGit/GitHub-Chinese-Top-Charts,1755993600,0,2025-08-24
GrowingGit/GitHub-Chinese-Top-Charts,1756598400,0,2025-08-31
GrowingGit/GitHub-Chinese-Top-Charts,1757203200,0,2025-09-07
GrowingGit/GitHub-Chinese-Top-Charts,1757808000,0,2025-09-14
GrowingGit/GitHub-Chinese-Top-Charts,1758412800,0,2025-09-21
GrowingGit/GitHub-Chinese-Top-Charts,1759017600,0,2025-09-28
GrowingGit/GitHub-Chinese-Top-Charts,1759622400,0,2025-10-05
