repo_full_name,language,bytes
jeecgboot/JeecgBoot,Java,27609462
jeecgboot/JeecgBoot,Vue,4802486
jeecgboot/JeecgBoot,Less,146476
jeecgboot/JeecgBoot,TypeScript,78528
jeecgboot/JeecgBoot,Python,7341
jeecgboot/JeecgBoot,Dockerfile,4543
jeecgboot/JeecgBoot,Batchfile,4114
jeecgboot/JeecgBoot,Shell,3342
jeecgboot/JeecgBoot,JavaScript,1325
