repo_full_name,language,bytes
termux/termux-app,Java,2035660
termux/termux-app,C++,23983
termux/termux-app,C,7918
termux/termux-app,Shell,3111
termux/termux-app,Makefile,504
termux/termux-app,Assembly,385
