repo_full_name,language,bytes
apache/dubbo,Java,18039989
apache/dubbo,Groovy,58210
apache/dubbo,Mustache,37605
apache/dubbo,Shell,7194
apache/dubbo,Batchfile,3791
apache/dubbo,JavaScript,3258
apache/dubbo,HTML,2353
apache/dubbo,Lex,2076
apache/dubbo,Dockerfile,1421
