repo_full_name,language,bytes
dbeaver/dbeaver,Java,31651688
dbeaver/dbeaver,C++,63113
dbeaver/dbeaver,ANTLR,45365
dbeaver/dbeaver,CSS,26153
dbeaver/dbeaver,HTML,12085
dbeaver/dbeaver,XSLT,8047
dbeaver/dbeaver,Shell,4645
dbeaver/dbeaver,Batchfile,3139
